timestamp;pond;ph;do;temp
12/02/26 11.15;Nilem;7.54;6.47;29.3
12/02/26 11.30;Nilem;7.49;6.95;29.35
12/02/26 11.45;Nilem;7.7;7.05;29.66
12/02/26 12.00;Nilem;7.46;6.87;29.38
12/02/26 12.15;Nilem;7.7;6.78;29.5
12/02/26 12.30;Nilem;7.53;6.32;29.04
12/02/26 12.45;Nilem;7.53;6.74;29.34
12/02/26 13.00;Nilem;7.74;6.8;29.29
12/02/26 13.15;Nilem;7.71;6.63;28.89
12/02/26 13.30;Nilem;7.54;6.77;29.04
12/02/26 13.45;Nilem;7.65;6.32;28.97
12/02/26 14.00;Nilem;7.58;6.49;28.75
12/02/26 14.15;Nilem;7.75;6.82;28.58
12/02/26 14.30;Nilem;7.71;6.86;28.51
12/02/26 14.45;Nilem;7.57;6.58;28.52
12/02/26 15.00;Nilem;7.75;6.5;28.82
12/02/26 15.15;Nilem;7.45;6.6;28.41
12/02/26 15.30;Nilem;7.85;6.47;28.45
12/02/26 15.45;Nilem;7.82;6.46;27.95
12/02/26 16.00;Nilem;7.64;6.47;28.34
12/02/26 16.15;Nilem;7.63;6.65;28.16
12/02/26 16.30;Nilem;7.7;6.21;27.64
12/02/26 16.45;Nilem;7.49;6.47;27.86
12/02/26 17.00;Nilem;7.44;5.74;27.58
12/02/26 17.15;Nilem;7.53;6.05;27.44
12/02/26 17.30;Nilem;7.63;6.19;27.48
12/02/26 17.45;Nilem;7.6;5.7;27.7
12/02/26 18.00;Nilem;7.62;6.14;27.48
12/02/26 18.15;Nilem;7.52;5.57;27.21
12/02/26 18.30;Nilem;7.59;5.9;26.84
12/02/26 18.45;Nilem;7.65;5.64;26.88
12/02/26 19.00;Nilem;7.71;5.12;26.02
12/02/26 19.15;Nilem;7.6;5.06;26.32
12/02/26 19.30;Nilem;7.38;4.7;26.33
12/02/26 19.45;Nilem;7.34;5.53;26.61
12/02/26 20.00;Nilem;7.39;5.18;26.51
12/02/26 20.15;Nilem;7.47;5.16;26.37
12/02/26 20.30;Nilem;7.54;5.43;26.26
12/02/26 20.45;Nilem;7.51;4.84;26.48
12/02/26 21.00;Nilem;7.5;5.11;26.5
12/02/26 21.15;Nilem;7.37;4.78;25.94
12/02/26 21.30;Nilem;7.57;4.63;26.14
12/02/26 21.45;Nilem;7.39;4.88;25.98
12/02/26 22.00;Nilem;7.38;4.93;25.93
12/02/26 22.15;Nilem;7.5;4.66;25.98
12/02/26 22.30;Nilem;7.54;4.54;26.5
12/02/26 22.45;Nilem;7.43;4.17;26.28
12/02/26 23.00;Nilem;7.26;4.83;26.2
12/02/26 23.15;Nilem;7.48;4.27;25.79
12/02/26 23.30;Nilem;7.4;4.41;26.15
12/02/26 23.45;Nilem;7.49;4.81;25.79
13/02/26 00.00;Nilem;7.45;4.56;26.49
13/02/26 00.15;Nilem;7.56;4.36;26.32
13/02/26 00.30;Nilem;7.19;3.67;26.09
13/02/26 00.45;Nilem;7.26;4.48;25.88
13/02/26 01.00;Nilem;7.44;3.8;25.86
13/02/26 01.15;Nilem;7.29;3;25.4
13/02/26 01.30;Nilem;7.06;3.56;25.83
13/02/26 01.45;Nilem;7.43;4.07;26.22
13/02/26 02.00;Nilem;7.52;3.98;26.44
13/02/26 02.15;Nilem;7.37;4.66;27.01
13/02/26 02.30;Nilem;7.26;4.15;26.83
13/02/26 02.45;Nilem;7.19;2.81;25.99
13/02/26 03.00;Nilem;7.32;4.59;27.05
13/02/26 03.15;Nilem;7.42;4.29;26.92
13/02/26 03.30;Nilem;7.39;4.41;27.37
13/02/26 03.45;Nilem;7.69;4.31;27.01
13/02/26 04.00;Nilem;7.46;4.26;27.11
13/02/26 04.15;Nilem;7.54;4.39;27.51
13/02/26 04.30;Nilem;7.42;4.24;27.81
13/02/26 04.45;Nilem;7.41;4.58;27.77
13/02/26 05.00;Nilem;7.54;5.31;28.13
13/02/26 05.15;Nilem;7.26;5.23;27.66
13/02/26 05.30;Nilem;7.62;5;28.06
13/02/26 05.45;Nilem;7.49;5.32;28.61
13/02/26 06.00;Nilem;7.52;5;28.06
13/02/26 06.15;Nilem;7.49;6.09;28.33
13/02/26 06.30;Nilem;7.51;5.64;28.55
13/02/26 06.45;Nilem;7.6;5.61;28.14
13/02/26 07.00;Nilem;7.36;5.14;28.56
13/02/26 07.15;Nilem;7.58;5.48;28.55
13/02/26 07.30;Nilem;7.39;5.79;28.73
13/02/26 07.45;Nilem;7.41;5.95;28.57
13/02/26 08.00;Nilem;7.6;6.12;29.04
13/02/26 08.15;Nilem;7.33;5.88;28.71
13/02/26 08.30;Nilem;7.5;6.21;29.32
13/02/26 08.45;Nilem;7.54;6.37;29.01
13/02/26 09.00;Nilem;7.68;6.08;29.02
13/02/26 09.15;Nilem;7.64;6.04;29.19
13/02/26 09.30;Nilem;7.72;6.14;29.21
13/02/26 09.45;Nilem;7.55;5.71;28.92
13/02/26 10.00;Nilem;7.61;6.38;29.67
13/02/26 10.15;Nilem;7.71;6.72;29.26
13/02/26 10.30;Nilem;7.58;6.86;29.37
13/02/26 10.45;Nilem;7.55;6.36;29.44
13/02/26 11.00;Nilem;7.65;6.44;29.46
13/02/26 11.15;Nilem;7.48;6.08;29.16
13/02/26 11.30;Nilem;7.52;5.77;28.85
13/02/26 11.45;Nilem;7.57;6.24;28.87
13/02/26 12.00;Nilem;7.47;6.33;29.28
13/02/26 12.15;Nilem;7.21;5.51;28.44
13/02/26 12.30;Nilem;7.59;6.14;28.79
13/02/26 12.45;Nilem;7.67;6.58;28.86
13/02/26 13.00;Nilem;7.34;6.75;28.84
13/02/26 13.15;Nilem;7.62;6.59;29.14
13/02/26 13.30;Nilem;7.42;6.62;28.47
13/02/26 13.45;Nilem;7.47;6.76;28.57
13/02/26 14.00;Nilem;7.7;6.73;28.59
13/02/26 14.15;Nilem;7.6;6.04;28.74
13/02/26 14.30;Nilem;7.51;6.88;28.36
13/02/26 14.45;Nilem;7.65;6.32;28.46
13/02/26 15.00;Nilem;7.53;5.39;27.76
13/02/26 15.15;Nilem;7.71;6.11;28.19
13/02/26 15.30;Nilem;7.56;6.84;28.13
13/02/26 15.45;Nilem;7.51;6.32;28.01
13/02/26 16.00;Nilem;7.57;6.35;28.01
13/02/26 16.15;Nilem;7.54;6.14;28.23
13/02/26 16.30;Nilem;7.47;5.73;27.5
13/02/26 16.45;Nilem;7.75;6.24;27.69
13/02/26 17.00;Nilem;7.62;5.77;28.05
13/02/26 17.15;Nilem;7.46;5.32;27.05
13/02/26 17.30;Nilem;7.56;5.95;27.66
13/02/26 17.45;Nilem;7.35;5.45;26.9
13/02/26 18.00;Nilem;7.59;6.19;27.17
13/02/26 18.15;Nilem;7.41;4.6;26.74
13/02/26 18.30;Nilem;7.26;4.94;27.01
13/02/26 18.45;Nilem;7.28;4.47;26.16
13/02/26 19.00;Nilem;7.61;5.41;26.58
13/02/26 19.15;Nilem;7.57;4.97;26.29
13/02/26 19.30;Nilem;7.52;5.44;26.47
13/02/26 19.45;Nilem;7.43;4.63;26.37
13/02/26 20.00;Nilem;7.46;5.12;26.67
13/02/26 20.15;Nilem;7.49;5.17;26.28
13/02/26 20.30;Nilem;7.44;5.39;26.39
13/02/26 20.45;Nilem;7.13;4.84;26.29
13/02/26 21.00;Nilem;7.52;5.13;25.89
13/02/26 21.15;Nilem;7.29;5.08;26.16
13/02/26 21.30;Nilem;7.52;5;26.03
13/02/26 21.45;Nilem;7.45;4.47;26.24
13/02/26 22.00;Nilem;7.55;4.47;26.35
13/02/26 22.15;Nilem;7.52;4.33;26.13
13/02/26 22.30;Nilem;7.15;4.94;26.63
13/02/26 22.45;Nilem;7.25;4.79;25.84
13/02/26 23.00;Nilem;7.4;4.86;26.25
13/02/26 23.15;Nilem;7.35;4.34;26.51
13/02/26 23.30;Nilem;7.35;4.42;26.03
13/02/26 23.45;Nilem;7.33;4.68;26.15
14/02/26 00.00;Nilem;7.4;4.36;26.4
14/02/26 00.15;Nilem;7.35;4.26;26.16
14/02/26 00.30;Nilem;7.47;4.46;25.99
14/02/26 00.45;Nilem;7.38;4.3;25.91
14/02/26 01.00;Nilem;7.48;4.48;26.55
14/02/26 01.15;Nilem;7.41;3.9;26.78
14/02/26 01.30;Nilem;7.37;4.43;25.97
14/02/26 01.45;Nilem;7.5;4.65;26.41
14/02/26 02.00;Nilem;7.32;4.16;26.5
14/02/26 02.15;Nilem;7.42;4.71;26.83
14/02/26 02.30;Nilem;7.41;4.7;26.81
14/02/26 02.45;Nilem;7.48;4.63;26.53
14/02/26 03.00;Nilem;7.65;4.31;27.11
14/02/26 03.15;Nilem;7.34;4.7;27.11
14/02/26 03.30;Nilem;7.37;4.62;27.14
14/02/26 03.45;Nilem;7.4;5.21;26.63
14/02/26 04.00;Nilem;7.42;4.74;26.86
14/02/26 04.15;Nilem;7.38;4.99;27.15
14/02/26 04.30;Nilem;7.29;4.81;27.6
14/02/26 04.45;Nilem;7.31;4.84;27.2
14/02/26 05.00;Nilem;7.61;5.07;27.22
14/02/26 05.15;Nilem;7.46;5.03;28.13
14/02/26 05.30;Nilem;7.32;4.68;27.86
14/02/26 05.45;Nilem;7.24;4.84;27.43
14/02/26 06.00;Nilem;7.18;4.81;27.38
14/02/26 06.15;Nilem;7.45;5.35;28.59
14/02/26 06.30;Nilem;7.29;5.22;28.26
14/02/26 06.45;Nilem;7.67;5.12;28.72
14/02/26 07.00;Nilem;7.37;5.93;28.53
14/02/26 07.15;Nilem;7.6;5.48;28.79
14/02/26 07.30;Nilem;7.48;6.06;28.79
14/02/26 07.45;Nilem;7.14;6.1;28.73
14/02/26 08.00;Nilem;7.61;5.48;28.56
14/02/26 08.15;Nilem;7.57;6.3;28.86
14/02/26 08.30;Nilem;7.31;5.49;28.68
14/02/26 08.45;Nilem;7.28;5.91;28.68
14/02/26 09.00;Nilem;7.64;5.81;28.94
14/02/26 09.15;Nilem;7.54;5.93;29.34
14/02/26 09.30;Nilem;7.49;6.34;29.49
14/02/26 09.45;Nilem;7.73;6.02;29.43
14/02/26 10.00;Nilem;7.71;6.38;29.11
14/02/26 10.15;Nilem;7.7;6.33;29.31
14/02/26 10.30;Nilem;7.52;6.31;29.57
14/02/26 10.45;Nilem;7.63;6.48;29.5
14/02/26 11.00;Nilem;7.53;6.64;28.93
14/02/26 11.15;Nilem;7.44;6.38;29.34
14/02/26 11.30;Nilem;7.38;6.71;29.47
14/02/26 11.45;Nilem;7.56;6.89;29.26
14/02/26 12.00;Nilem;7.71;6.83;29.45
14/02/26 12.15;Nilem;7.59;6.42;29.81
14/02/26 12.30;Nilem;7.53;6.73;29.13
14/02/26 12.45;Nilem;7.57;7.07;29.49
14/02/26 13.00;Nilem;7.55;6.72;29.11
14/02/26 13.15;Nilem;7.48;6.59;29.11
14/02/26 13.30;Nilem;7.54;6.44;28.84
14/02/26 13.45;Nilem;7.52;6.07;28.37
14/02/26 14.00;Nilem;7.46;6.56;28.71
14/02/26 14.15;Nilem;7.71;6.41;28.91
14/02/26 14.30;Nilem;7.63;6.76;28.62
14/02/26 14.45;Nilem;7.64;6.25;29.1
14/02/26 15.00;Nilem;7.47;6.4;28.06
14/02/26 15.15;Nilem;7.68;7.21;28.27
14/02/26 15.30;Nilem;7.7;6.88;28.35
14/02/26 15.45;Nilem;7.78;6.61;28.22
14/02/26 16.00;Nilem;7.53;6.78;27.83
14/02/26 16.15;Nilem;7.47;6.13;28.07
14/02/26 16.30;Nilem;7.68;5.91;27.68
14/02/26 16.45;Nilem;7.5;6.03;27.72
14/02/26 17.00;Nilem;7.61;6.02;27.89
14/02/26 17.15;Nilem;7.67;6.4;27.73
14/02/26 17.30;Nilem;7.58;5.96;27.46
14/02/26 17.45;Nilem;7.32;5.95;27.33
14/02/26 18.00;Nilem;7.51;5.59;27.57
14/02/26 18.15;Nilem;7.47;5.58;27.08
14/02/26 18.30;Nilem;7.63;5.69;27.21
14/02/26 18.45;Nilem;7.51;5.4;27.01
14/02/26 19.00;Nilem;7.71;5.46;26.86
14/02/26 19.15;Nilem;7.54;6.17;27.06
14/02/26 19.30;Nilem;7.51;4.99;26.96
14/02/26 19.45;Nilem;7.45;4.89;26.28
14/02/26 20.00;Nilem;7.37;4.82;25.94
14/02/26 20.15;Nilem;7.22;4.58;26.16
14/02/26 20.30;Nilem;7.23;3.79;25.45
14/02/26 20.45;Nilem;7.47;4.53;26.1
14/02/26 21.00;Nilem;7.12;3.35;24.94
14/02/26 21.15;Nilem;7.33;4.49;25.66
14/02/26 21.30;Nilem;7.49;4.37;26.01
14/02/26 21.45;Nilem;7.52;4.77;26.84
14/02/26 22.00;Nilem;7.29;4.85;26.16
14/02/26 22.15;Nilem;7.43;5.12;26.32
14/02/26 22.30;Nilem;7.51;4.56;25.91
14/02/26 22.45;Nilem;7.25;3.88;25.56
14/02/26 23.00;Nilem;7.31;4.51;26.04
14/02/26 23.15;Nilem;7.33;4.17;26.31
14/02/26 23.30;Nilem;7.3;4.11;25.86
14/02/26 23.45;Nilem;7.44;4.17;25.97
15/02/26 00.00;Nilem;7.25;3.24;25.71
15/02/26 00.15;Nilem;7.46;4.43;26.18
15/02/26 00.30;Nilem;7.33;3.97;26.18
15/02/26 00.45;Nilem;7.42;4.5;26.24
15/02/26 01.00;Nilem;7.57;4.48;26.16
15/02/26 01.15;Nilem;7.35;4.2;25.6
15/02/26 01.30;Nilem;7.28;4.15;26.55
15/02/26 01.45;Nilem;7.47;4.55;26.19
15/02/26 02.00;Nilem;7.42;4.41;26.84
15/02/26 02.15;Nilem;7.4;4.6;26.81
15/02/26 02.30;Nilem;7.33;4.51;26.82
15/02/26 02.45;Nilem;7.36;4.31;27.36
15/02/26 03.00;Nilem;7.31;4.49;26.95
15/02/26 03.15;Nilem;7.27;4.34;27.06
15/02/26 03.30;Nilem;7.5;4.86;27.41
15/02/26 03.45;Nilem;7.37;5;27.45
15/02/26 04.00;Nilem;7.42;4.61;27.18
15/02/26 04.15;Nilem;7.35;4.95;27.71
15/02/26 04.30;Nilem;7.15;5.12;27.89
15/02/26 04.45;Nilem;7.53;4.91;27.74
15/02/26 05.00;Nilem;7.28;5.19;27.8
15/02/26 05.15;Nilem;7.41;4.91;28.27
15/02/26 05.30;Nilem;7.34;4.78;28.38
15/02/26 05.45;Nilem;7.36;5.44;28.14
15/02/26 06.00;Nilem;7.34;4.99;28.32
15/02/26 06.15;Nilem;7.51;5.43;28.27
15/02/26 06.30;Nilem;7.3;5.58;28.01
15/02/26 06.45;Nilem;7.31;5.65;28.67
15/02/26 07.00;Nilem;7.4;5.41;28.46
15/02/26 07.15;Nilem;7.51;5.08;28.49
15/02/26 07.30;Nilem;7.77;5.44;28.65
15/02/26 07.45;Nilem;7.47;5.86;28.57
15/02/26 08.00;Nilem;7.56;5.72;28.66
15/02/26 08.15;Nilem;7.41;5.9;28.98
15/02/26 08.30;Nilem;7.4;5.86;28.69
15/02/26 08.45;Nilem;7.43;5.88;29.02
15/02/26 09.00;Nilem;7.34;4.92;28.44
15/02/26 09.15;Nilem;7.52;6.09;29.32
15/02/26 09.30;Nilem;7.55;5.59;29.58
15/02/26 09.45;Nilem;7.24;4.49;28.03
15/02/26 10.00;Nilem;7.57;6.35;29.34
15/02/26 10.15;Nilem;7.56;6.53;29.68
15/02/26 10.30;Nilem;7.53;6.23;29.36
15/02/26 10.45;Nilem;7.59;6.35;29.44
15/02/26 11.00;Nilem;7.55;5.99;28.78
15/02/26 11.15;Nilem;7.61;5.6;28.73
15/02/26 11.30;Nilem;7.49;6.53;28.72
15/02/26 11.45;Nilem;7.27;5.92;28.49
15/02/26 12.00;Nilem;7.55;6.36;29.6
15/02/26 12.15;Nilem;7.54;6.68;29.41
15/02/26 12.30;Nilem;7.47;6.72;29.47
15/02/26 12.45;Nilem;7.48;6.74;29.17
15/02/26 13.00;Nilem;7.6;6.57;29.77
15/02/26 13.15;Nilem;7.59;6.74;29.2
15/02/26 13.30;Nilem;7.4;6.95;29.05
15/02/26 13.45;Nilem;7.79;6.73;28.87
15/02/26 14.00;Nilem;7.64;7;28.37
15/02/26 14.15;Nilem;7.83;6.02;28.61
15/02/26 14.30;Nilem;7.87;6.08;28.89
15/02/26 14.45;Nilem;7.57;6.8;28.98
15/02/26 15.00;Nilem;7.58;6.73;28.82
15/02/26 15.15;Nilem;7.58;6.49;28.51
15/02/26 15.30;Nilem;7.5;6.44;28.16
15/02/26 15.45;Nilem;7.67;6.12;28.04
15/02/26 16.00;Nilem;7.68;5.64;27.26
15/02/26 16.15;Nilem;7.84;6.47;28.3
15/02/26 16.30;Nilem;7.51;5.86;27.35
15/02/26 16.45;Nilem;7.78;6.02;28.26
15/02/26 17.00;Nilem;7.54;4.69;26.78
15/02/26 17.15;Nilem;7.47;5.26;27.36
15/02/26 17.30;Nilem;7.81;5.51;27.8
15/02/26 17.45;Nilem;7.52;5.23;27.6
15/02/26 18.00;Nilem;7.67;5.97;27.28
15/02/26 18.15;Nilem;7.49;5.49;26.94
15/02/26 18.30;Nilem;7.61;5.43;26.91
15/02/26 18.45;Nilem;7.55;5.41;26.72
15/02/26 19.00;Nilem;7.45;5.28;26.69
15/02/26 19.15;Nilem;7.4;4.56;26.48
15/02/26 19.30;Nilem;7.44;5.38;26.76
15/02/26 19.45;Nilem;7.59;5.37;27.16
15/02/26 20.00;Nilem;7.66;5.17;26.62
15/02/26 20.15;Nilem;7.43;4.88;26.29
15/02/26 20.30;Nilem;7.67;5.09;26.22
15/02/26 20.45;Nilem;7.51;4.54;26.38
15/02/26 21.00;Nilem;7.31;4.35;25.55
15/02/26 21.15;Nilem;7.43;5.19;26.12
15/02/26 21.30;Nilem;7.64;4.94;25.98
15/02/26 21.45;Nilem;7.49;4.71;26.6
15/02/26 22.00;Nilem;7.36;4.63;26.4
15/02/26 22.15;Nilem;7.51;4.44;26.04
15/02/26 22.30;Nilem;7.44;4.28;26.63
15/02/26 22.45;Nilem;7.39;4.54;26.33
15/02/26 23.00;Nilem;7.32;4.35;26.32
15/02/26 23.15;Nilem;7.55;4.31;26.39
15/02/26 23.30;Nilem;7.56;4.76;26.27
15/02/26 23.45;Nilem;7.53;4.29;26.12
16/02/26 00.00;Nilem;7.37;4.41;25.51
16/02/26 00.15;Nilem;7.37;4.48;26.15
16/02/26 00.30;Nilem;7.48;4.15;26.59
16/02/26 00.45;Nilem;7.35;4.29;26.35
16/02/26 01.00;Nilem;7.55;4.61;26.17
16/02/26 01.15;Nilem;7.43;4.8;26.52
16/02/26 01.30;Nilem;7.5;4.42;26.3
16/02/26 01.45;Nilem;7.37;3.75;26.81
16/02/26 02.00;Nilem;7.49;4.48;26.43
16/02/26 02.15;Nilem;7.44;3.94;26.66
16/02/26 02.30;Nilem;7.6;4.48;27.21
16/02/26 02.45;Nilem;7.17;4.05;26.93
16/02/26 03.00;Nilem;7.33;3.84;26.65
16/02/26 03.15;Nilem;7.08;2.91;26.47
16/02/26 03.30;Nilem;7.51;4.5;27.53
16/02/26 03.45;Nilem;7.41;4.39;26.7
16/02/26 04.00;Nilem;7.04;3.51;26.49
16/02/26 04.15;Nilem;7.3;4.49;27.29
16/02/26 04.30;Nilem;7.69;5.04;27.76
16/02/26 04.45;Nilem;7.38;5.05;27.22
16/02/26 05.00;Nilem;7.47;4.75;27.68
16/02/26 05.15;Nilem;7.36;5.35;28.04
16/02/26 05.30;Nilem;7.33;4.44;27.97
16/02/26 05.45;Nilem;7.48;4.94;27.87
16/02/26 06.00;Nilem;7.65;5.75;28.43
16/02/26 06.15;Nilem;7.61;5.7;28.56
16/02/26 06.30;Nilem;7.52;5.54;28.39
16/02/26 06.45;Nilem;7.6;5.49;28.61
16/02/26 07.00;Nilem;7.54;5.52;28.27
16/02/26 07.15;Nilem;7.27;5.4;28.65
16/02/26 07.30;Nilem;7.45;5.52;28.51
16/02/26 07.45;Nilem;7.66;5.7;28.84
16/02/26 08.00;Nilem;7.47;5.88;29.1
16/02/26 08.15;Nilem;7.34;6.04;29.27
16/02/26 08.30;Nilem;7.48;5.97;29.43
16/02/26 08.45;Nilem;7.69;5.75;28.93
16/02/26 09.00;Nilem;7.54;5.77;29.14
16/02/26 09.15;Nilem;7.53;6.45;29.23
16/02/26 09.30;Nilem;7.46;6.04;29.23
16/02/26 09.45;Nilem;7.38;5.92;29.38
16/02/26 10.00;Nilem;7.56;6.42;29.17
16/02/26 10.15;Nilem;7.44;6.26;29.73
16/02/26 10.30;Nilem;7.46;6.5;29
16/02/26 10.45;Nilem;7.72;6.14;29.68
16/02/26 11.00;Nilem;7.57;6.47;29.39
16/02/26 11.15;Nilem;7.67;6.31;29.72
16/02/26 11.30;Nilem;7.72;6.5;29.33
16/02/26 11.45;Nilem;7.61;6.64;29.4
16/02/26 12.00;Nilem;7.71;6.66;29.38
16/02/26 12.15;Nilem;7.52;6.47;29.21
16/02/26 12.30;Nilem;7.56;6.59;29.37
16/02/26 12.45;Nilem;7.73;6.86;29.46
16/02/26 13.00;Nilem;7.62;6.83;29.06
16/02/26 13.15;Nilem;7.66;6.95;29.19
16/02/26 13.30;Nilem;7.66;6.29;29.21
16/02/26 13.45;Nilem;7.63;6.67;28.63
16/02/26 14.00;Nilem;7.64;6.31;29.44
16/02/26 14.15;Nilem;7.71;6.61;28.23
16/02/26 14.30;Nilem;7.75;6.85;28.68
16/02/26 14.45;Nilem;7.78;6.74;29.01
16/02/26 15.00;Nilem;7.8;6.74;28.54
16/02/26 15.15;Nilem;7.58;6.38;28.8
16/02/26 15.30;Nilem;7.52;6.28;28.35
16/02/26 15.45;Nilem;7.54;6.73;28.25
16/02/26 16.00;Nilem;7.61;6.47;28.53
16/02/26 16.15;Nilem;7.52;6.26;28.15
16/02/26 16.30;Nilem;7.53;6.56;28.11
16/02/26 16.45;Nilem;7.64;6.16;27.97
16/02/26 17.00;Nilem;7.34;5.5;27.24
16/02/26 17.15;Nilem;7.6;5.75;28.02
16/02/26 17.30;Nilem;7.38;6.02;27.63
16/02/26 17.45;Nilem;7.73;6.32;27.03
16/02/26 18.00;Nilem;7.63;5.39;26.97
16/02/26 18.15;Nilem;7.66;5.86;27.49
16/02/26 18.30;Nilem;7.67;5.92;26.93
16/02/26 18.45;Nilem;7.82;5.44;26.89
16/02/26 19.00;Nilem;7.58;5.12;26.77
16/02/26 19.15;Nilem;7.49;4.87;26.91
16/02/26 19.30;Nilem;7.59;4.7;26.44
16/02/26 19.45;Nilem;7.56;5.07;26.82
16/02/26 20.00;Nilem;7.67;5.18;27.04
16/02/26 20.15;Nilem;7.43;5.19;26.5
16/02/26 20.30;Nilem;7.72;5.27;26.46
16/02/26 20.45;Nilem;7.45;4.74;26.37
16/02/26 21.00;Nilem;7.55;4.09;26.17
16/02/26 21.15;Nilem;7.19;4.86;26.31
16/02/26 21.30;Nilem;7.51;4.88;26.25
16/02/26 21.45;Nilem;7.27;4.3;26.14
16/02/26 22.00;Nilem;7.3;4.52;26.15
16/02/26 22.15;Nilem;7.59;4.58;26.43
16/02/26 22.30;Nilem;7.38;4.34;25.72
16/02/26 22.45;Nilem;7.42;4.3;25.83
16/02/26 23.00;Nilem;7.58;4.21;26.1
16/02/26 23.15;Nilem;7.44;4.65;26.58
16/02/26 23.30;Nilem;7.34;4.44;26.18
16/02/26 23.45;Nilem;7.38;4.07;26.26
17/02/26 00.00;Nilem;7.44;4.17;26.36
17/02/26 00.15;Nilem;7.32;4.27;26.26
17/02/26 00.30;Nilem;7.26;4.37;25.85
17/02/26 00.45;Nilem;7.41;4.04;26.37
17/02/26 01.00;Nilem;7.44;3.99;26.02
17/02/26 01.15;Nilem;7.27;3.94;26.51
17/02/26 01.30;Nilem;7.11;4.42;26.54
17/02/26 01.45;Nilem;7.4;5.03;26.6
17/02/26 02.00;Nilem;7.34;4.12;26.94
17/02/26 02.15;Nilem;7.6;4.47;27.01
17/02/26 02.30;Nilem;7.62;4.24;26.85
17/02/26 02.45;Nilem;7.44;4.57;26.62
17/02/26 03.00;Nilem;7.51;4.33;27.6
17/02/26 03.15;Nilem;7.29;4.74;27.75
17/02/26 03.30;Nilem;7.42;4.52;27.35
17/02/26 03.45;Nilem;7.52;4.68;27.6
17/02/26 04.00;Nilem;7.4;4.63;27.68
17/02/26 04.15;Nilem;7.38;4.66;27.55
17/02/26 04.30;Nilem;7.25;5.08;27.19
17/02/26 04.45;Nilem;7.29;4.84;27.74
17/02/26 05.00;Nilem;7.2;4.92;27.87
17/02/26 05.15;Nilem;7.34;4.92;27.89
17/02/26 05.30;Nilem;7.52;4.81;27.86
17/02/26 05.45;Nilem;7.44;5.11;28.3
17/02/26 06.00;Nilem;7.52;5.65;28.35
17/02/26 06.15;Nilem;7.51;5.21;28.19
17/02/26 06.30;Nilem;7.53;5.41;28.36
17/02/26 06.45;Nilem;7.52;4.89;28.5
17/02/26 07.00;Nilem;7.36;5.7;28.63
17/02/26 07.15;Nilem;7.47;5.57;28.67
17/02/26 07.30;Nilem;7.23;5.63;29.22
17/02/26 07.45;Nilem;7.48;4.81;28.76
17/02/26 08.00;Nilem;7.69;6.01;28.88
17/02/26 08.15;Nilem;7.47;5.99;28.87
17/02/26 08.30;Nilem;7.42;5.83;28.84
17/02/26 08.45;Nilem;7.61;6.14;28.98
17/02/26 09.00;Nilem;7.67;5.83;28.8
17/02/26 09.15;Nilem;7.7;6.16;29.37
17/02/26 09.30;Nilem;7.46;5.98;29.47
17/02/26 09.45;Nilem;7.51;6.08;29.22
17/02/26 10.00;Nilem;7.4;6.17;29.21
17/02/26 10.15;Nilem;7.31;6.09;28.64
17/02/26 10.30;Nilem;7.62;6.52;29.15
17/02/26 10.45;Nilem;7.3;6.06;28.7
17/02/26 11.00;Nilem;7.49;6.19;29.53
17/02/26 11.15;Nilem;7.63;5.68;29.32
17/02/26 11.30;Nilem;7.55;6.06;28.7
17/02/26 11.45;Nilem;7.68;6.41;29.57
17/02/26 12.00;Nilem;7.48;6.29;29.61
17/02/26 12.15;Nilem;7.51;6.66;29.03
17/02/26 12.30;Nilem;7.42;6.03;29.28
17/02/26 12.45;Nilem;7.44;6.33;29.09
17/02/26 13.00;Nilem;7.62;6.28;29.05
17/02/26 13.15;Nilem;7.65;6.64;29.02
17/02/26 13.30;Nilem;7.57;6.39;28.86
17/02/26 13.45;Nilem;7.55;6.99;29.04
17/02/26 14.00;Nilem;7.43;6.7;28.84
17/02/26 14.15;Nilem;7.81;6.75;29.21
17/02/26 14.30;Nilem;7.46;6.64;28.85
17/02/26 14.45;Nilem;7.66;6.62;28.42
17/02/26 15.00;Nilem;7.54;6.61;28.37
17/02/26 15.15;Nilem;7.55;6.59;28.39
17/02/26 15.30;Nilem;7.52;6.63;28.18
17/02/26 15.45;Nilem;7.62;6.16;28.52
17/02/26 16.00;Nilem;7.49;6.09;28.38
17/02/26 16.15;Nilem;7.59;6.21;28.16
17/02/26 16.30;Nilem;7.51;6.55;27.98
17/02/26 16.45;Nilem;7.53;5.71;27.78
17/02/26 17.00;Nilem;7.55;5.75;27.81
17/02/26 17.15;Nilem;7.59;6.11;27.91
17/02/26 17.30;Nilem;7.38;6.11;27.26
17/02/26 17.45;Nilem;7.51;5.65;27.05
17/02/26 18.00;Nilem;7.3;4.88;26.44
17/02/26 18.15;Nilem;7.43;5.3;27.23
17/02/26 18.30;Nilem;7.55;5.48;27.25
17/02/26 18.45;Nilem;7.79;5.52;26.39
17/02/26 19.00;Nilem;7.22;4.32;26.29
17/02/26 19.15;Nilem;7.39;5.69;26.92
17/02/26 19.30;Nilem;7.37;5.23;26.48
17/02/26 19.45;Nilem;7.35;4.99;26.3
17/02/26 20.00;Nilem;7.31;5.55;26.43
17/02/26 20.15;Nilem;7.57;4.83;26.17
17/02/26 20.30;Nilem;7.38;4.8;26.04
